CLE_ABONNEMENT,DATE_ENTREE_LOCAL_ABONNEMENT,DATE_SOUSCRIPTION_ABONNEMENT,DATE_RESILIATION_ABONNEMENT
GN_1180180102921808,2005-10-26,2005-10-26,2006-11-06
GN_1180180102921809,2008-04-01,2008-04-05,2011-04-15
GN_1180180102921810,2011-04-15,2011-10-05,2015-12-02
GN_1180180102923203,2001-10-08,2001-10-05,2008-06-16
GN_1180180102923205,2014-09-08,2014-09-08,2016-03-16
GN_1180180102924105,2006-03-31,2006-04-10,2008-06-10
GN_1180180102927903,1992-01-01,,1999-12-27
GN_1180180102930501,,,1989-12-15
GN_1180180102935203,2006-02-01,2006-02-07,2007-01-19
GN_1180180102943603,2004-02-26,2004-02-25,2008-07-08
GN_1180180102952701,,,2016-12-23
GN_1180180102954404,2007-07-01,2007-11-20,2008-05-16
GN_1180180102959205,2004-02-02,2004-02-02,2012-05-01
GN_1180180102964501,,,1989-10-01
GN_1180180102984001,,,1992-10-26
GN_1180180102986901,,,2000-08-18
GN_1180180102986902,2002-01-01,2000-01-01,2013-09-19
GN_1180180102986903,2013-09-19,2013-09-19,2013-12-21
GN_1180180102991709,2007-08-28,2007-08-28,2009-01-06
GN_1180180102995602,2014-02-10,2014-01-10,2015-07-13
GN_1180180102996001,,,1990-08-01
GN_1180180102999201,,,1993-03-02
GN_1180180103004303,1996-09-19,,1998-02-18
GN_1180180103005001,,,1994-01-01
GN_1180180103006401,,,1994-03-24
GN_1180180103006404,2013-07-01,2013-07-02,2014-02-25
GN_1180180103006405,2014-02-27,2014-03-07,2017-09-18
GN_1180180103006708,2003-03-14,2003-03-14,2003-05-16
GN_1180180103007005,2007-12-14,2007-12-18,2010-06-10
GN_1180180103013201,,,1991-02-05
GN_1180180103025503,2002-07-01,2002-08-27,2011-06-16
GN_1180180103026105,2006-02-03,2006-02-16,2009-10-13
GN_1180180103027301,,,2012-05-04
GN_1180180103028101,,,2000-01-01
GN_1180180103029202,2004-05-01,2004-05-13,2008-06-26
GN_1180180103036904,1999-06-26,,2004-06-01
GN_1180180103036905,2004-09-27,2004-09-23,2011-11-18
GN_1180180103044406,2007-06-22,2007-06-29,2011-04-28
GN_1180180103046003,2002-01-22,2002-01-22,2002-10-02
GN_1180180103052504,2000-07-01,2000-07-07,2010-08-26
GN_1180180103053903,1994-01-01,,1996-01-01
GN_1180180103056309,2004-08-10,2004-08-10,2010-10-04
GN_1180180103057301,,,1995-04-18
GN_1180180103058204,2002-02-01,2002-02-01,2008-07-17
GN_1180180103061304,2004-06-01,2004-05-28,2005-03-01
GN_1180180103061803,2018-01-24,2018-01-25,2019-05-17
GN_1180180103065402,2000-11-01,2000-10-31,2001-01-23
GN_1180180103070607,2007-12-03,2007-12-03,2008-01-07
GN_1180180103070703,1995-07-28,,1997-09-25
GN_1180180103071704,2005-04-07,2005-04-07,2007-12-20
GN_1180180103071705,2007-01-01,2007-01-01,2013-04-10
GN_1180180103077101,,,2015-09-24
GN_1180180103078201,,,2015-09-24
GN_1180180103079202,2009-10-07,2010-01-04,2014-10-01
GN_1180180103096101,,,1999-11-02
GN_1180180103096301,,,2005-06-30
GN_1180180103097501,,,2011-12-20
GN_1180180103099202,2001-04-25,2001-04-25,2016-07-04
GN_1180180103100102,2001-04-25,2001-04-25,2016-07-04
GN_1180180103119804,2003-10-09,2003-10-08,2005-12-19
GN_1180180103119805,2007-03-28,2007-03-28,2015-03-25
GN_1180180103127705,1998-04-08,,2011-02-08
GN_1180180103131204,1995-07-01,,1996-02-01
GN_1180180103131205,1996-02-01,,2015-07-20
GN_1180180103131206,2017-12-05,2017-12-05,2019-05-23
GN_1180180103134701,1990-12-03,,1994-02-25
GN_1180180103134703,2012-10-12,2012-10-12,2015-06-12
GN_1180180103134704,2014-09-30,2015-06-12,2017-12-27
GN_1180180103136004,2009-06-01,2009-05-22,2009-11-09
GN_1180180103136706,2004-07-30,2004-11-18,2008-08-05
GN_1180180103147201,,,1993-06-30
GN_1180180103157109,2006-09-12,2006-09-12,2007-07-02
GN_1180180103157110,2008-08-01,2008-09-19,2011-05-25
GN_1180180103191001,1990-10-25,,2002-02-12
GN_1180180103208201,,,1998-08-10
GN_1180180103208202,1998-08-28,,2010-06-03
GN_1180180103214101,1991-06-25,,2012-02-24
GN_1180180103219401,,,2003-05-05
GN_1180180103220101,,,2008-11-18
GN_1180180103220202,2001-04-25,2001-04-25,2005-07-19
GN_1180180103220302,2001-04-25,2001-04-25,2014-04-24
GN_1180180103222301,,,1989-12-27
GN_1180180103222402,2008-02-01,2008-01-28,2011-06-30
GN_1180180103222403,2011-07-01,2011-06-30,2013-05-24
GN_1180180103223804,2008-01-01,2008-04-11,2013-07-17
GN_1180180103224402,2001-11-21,2001-11-22,2005-11-04
GN_1180180103224403,2006-03-08,2006-03-20,2012-03-21
GN_1180180103226601,,,1995-06-15
GN_1180180103228201,,,1995-06-15
GN_1180180103239602,2002-01-30,2002-03-14,2009-12-14
GN_1180180103245704,2000-06-13,2000-06-13,2001-06-25
GN_1180180103246401,,,1992-11-18
GN_1180180103247504,2005-05-18,2005-05-19,2006-03-13
GN_1180180103250104,2014-10-01,2014-10-02,2015-12-29
GN_1180180103252103,2000-01-11,2000-01-17,2000-06-27
GN_1180180103255101,,,1995-07-12
GN_1180180103280102,1991-06-05,,2009-03-30
GN_1180180103280103,2009-03-30,2009-06-18,2010-10-28
GN_1180180103284802,1992-04-07,,1995-10-13
GN_1180180103290801,1990-07-04,,1995-06-15
GN_1180180103291702,2003-01-01,2003-01-02,2012-09-10
GN_1180180103292403,2008-11-03,2008-11-03,2012-11-12
GN_1180180103306502,1994-02-25,,1995-11-10
GN_1180180103308201,1991-03-11,,1999-01-07
GN_1180180103309002,1992-07-01,,2002-06-26
GN_1180180103312601,1991-01-25,,2007-01-02
GN_1180180103313102,2009-11-03,2009-11-03,2013-12-14
GN_1180180103314101,1991-03-22,,1991-12-31
GN_1180180103314202,2006-02-20,2006-02-22,2007-02-12
GN_1180180103347801,1992-01-01,,2000-01-31
GN_1180180103355503,1997-07-01,,2000-07-11
GN_1180180103355601,1992-01-01,,2014-10-28
GN_1180180103362802,2002-03-07,2002-03-04,2004-09-02
GN_1180180103364703,2001-06-15,2001-06-14,2003-10-21
GN_1180180103364704,2002-11-01,2004-01-28,2015-09-29
GN_1180180103370203,1994-11-01,,1997-11-28
GN_1180180103370301,1992-01-01,,1997-11-28
GN_1180180103370603,2012-06-12,2012-07-24,2012-09-27
GN_1180180103372902,1994-04-23,,2000-12-22
GN_1180180103408901,1992-08-01,,1995-07-17
GN_1180180103416001,1993-01-01,,2006-05-24
GN_1180180103420001,1993-03-04,,1993-12-31
GN_1180180103420002,1996-11-25,,2005-07-12
GN_1180180103422001,1993-01-01,,2017-06-01
GN_1180180103422203,1997-09-29,,2005-09-14
GN_1180180103422310,2017-06-22,2017-06-23,2017-10-09
GN_1180180103422602,2008-11-03,2008-11-03,2008-11-06
GN_1180180103422808,2008-07-01,2008-07-16,2008-09-17
GN_1180180103422901,1993-03-17,,1997-12-01
GN_1180180103423004,2010-04-02,2010-04-02,2011-04-06
GN_1180180103423005,2013-07-16,2013-07-16,2014-05-19
GN_1180180103423103,2000-08-11,2000-10-11,2002-01-02
GN_1180180103423202,2008-05-07,2008-11-18,2009-09-09
GN_1180180103423302,2008-05-07,2008-11-18,2009-06-19
GN_1180180103423701,1993-04-05,,2001-12-31
GN_1180180103431201,1993-06-02,,2007-01-26
GN_1180180103431202,2006-12-01,2007-01-24,2017-05-02
GN_1180180103431302,2003-01-01,2003-04-18,2003-09-11
GN_1180180103431402,2007-01-01,2007-01-01,2017-05-02
GN_1180180103432901,1993-03-01,,2014-09-16
GN_1180180103435301,1993-09-21,,2014-09-16
GN_1180180103437101,1993-07-01,,1997-07-01
GN_1180180103442102,1994-03-25,,1994-05-09
GN_1180180103443701,1993-07-03,,2003-06-25
GN_1180180103444501,1993-09-14,,2015-11-25
GN_1180180103446301,1993-06-04,,2000-01-24
GN_1180180103447301,1993-08-01,,2011-10-13
GN_1180180103448204,1997-09-29,,2005-09-14
GN_1180180103448401,1993-03-17,,1994-01-11
GN_1180180103455601,1994-01-01,,2010-09-21
GN_1180180103466801,1994-01-01,,2010-07-01
GN_1180180103467001,1994-01-01,,2010-06-30
GN_1180180103467401,1994-01-01,,2010-06-30
GN_1180180103494001,1993-10-25,,2000-06-08
GN_1180180103494003,2012-02-22,2012-02-23,2012-11-30
GN_1180180103502907,2009-10-05,2009-10-05,2012-07-04
GN_1180180103506601,1994-05-05,,1995-02-27
GN_1180180103508801,1994-03-15,,2013-04-02
GN_1180180103508901,1993-12-22,,2012-11-15
GN_1180180103514103,2009-04-29,2009-05-05,2010-11-30
GN_1180180103515203,2000-07-29,2000-08-23,2011-08-19
GN_1180180103519406,2016-04-26,2016-04-26,2016-11-08
GN_1180180103519606,2007-12-04,2007-12-04,2010-12-29
GN_1180180103521304,2009-04-24,2009-04-24,2016-06-10
GN_1180180103521602,2013-10-18,2013-10-23,2014-07-15
GN_1180180103521603,2014-07-16,2014-08-05,2014-09-29
GN_1180180103524007,2008-03-31,2008-03-31,2010-07-30
GN_1180180103524008,2010-05-19,2010-07-30,2012-01-31
GN_1180180103524201,1994-07-01,,1995-06-15
GN_1180180103529102,2003-12-01,2004-05-25,2005-02-19
GN_1180180103534502,1995-07-01,,1997-12-03
GN_1180180103534505,2013-05-04,2013-05-13,2016-12-15
GN_1180180103536807,2011-08-01,2011-08-01,2012-06-12
GN_1180180103537003,1997-01-01,,1999-02-04
GN_1180180103537405,2012-04-04,2012-04-04,2013-07-26
GN_1180180103544301,1995-04-07,,1996-12-03
GN_1180180103545901,1995-05-16,,2014-06-05
GN_1180180103549703,2005-10-03,2005-10-04,2007-12-31
GN_1180180103552104,2013-05-27,2013-05-28,2015-01-06
GN_1180180103554603,2003-08-12,2003-08-12,2004-06-01
GN_1180180103558402,2009-03-30,2009-06-18,2011-05-11
GN_1180180103558404,2013-11-27,2013-11-27,2014-06-06
GN_1180180103561603,1998-10-06,,2015-01-01
GN_1180180103561604,2015-01-01,2015-01-01,2016-12-12
GN_1180180103566201,1996-02-01,,2009-11-23
GN_1180180103569305,2009-08-16,2009-09-25,2012-09-19
GN_1180180103573701,1996-03-18,,1997-01-01
GN_1180180103573702,1997-01-01,,1997-06-13
GN_1180180103576702,1999-10-26,1999-10-26,1999-11-24
GN_1180180103577401,1996-01-10,,2008-01-24
GN_1180180103580701,1996-04-29,,2013-06-05
GN_1180180103587705,2008-09-16,2008-09-16,2010-08-30
GN_1180180103594301,1997-01-01,,2006-03-07
GN_1180180103594502,1999-07-01,,2000-10-20
GN_1180180103594504,2014-02-01,2014-02-11,2014-07-11
GN_1180180103594603,1999-07-01,,2000-10-20
GN_1180180103594605,2014-02-01,2014-02-11,2014-06-25
GN_1180180103595101,1996-10-03,,2008-04-16
GN_1180180103595401,1997-01-01,,2000-09-22
GN_1180180103600801,1997-05-26,,1999-10-27
GN_1180180103604402,1998-07-01,,1999-12-17
GN_1180180103607010,2014-07-01,2014-06-25,2014-11-03
GN_1180180103613403,2005-10-13,2005-12-16,2006-08-25
GN_1180180103613601,1997-03-17,,2005-02-03
GN_1180180103613703,2003-06-16,2003-06-16,2005-07-27
GN_1180180103617005,2009-04-16,2009-05-14,2010-10-29
GN_1180180103621203,2005-11-16,2005-11-23,2010-07-05
GN_1180180103624002,2005-11-24,2005-11-25,2007-06-22
GN_1180180103624003,2009-03-25,2009-03-30,2014-07-07
GN_1180180103624004,2014-12-01,2014-11-26,2016-07-20
GN_1180180103624301,1997-04-29,,2010-11-02
GN_1180180103625101,1997-09-10,,2015-09-25
GN_1180180103625102,2015-09-25,2015-10-23,2016-03-21
GN_1180180103625309,2011-07-01,2011-07-01,2014-11-04
GN_1180180103635201,1997-09-03,,2003-08-20
GN_1180180103642406,2005-07-18,2005-07-20,2006-01-30
GN_1180180103642602,2001-04-25,2001-04-25,2012-01-11
GN_1180180103643301,1997-12-02,,2001-01-31
GN_1180180103643302,2002-03-18,2002-11-25,2012-11-20
GN_1180180103643303,2012-11-21,2013-09-02,2015-06-28
GN_1180180103643802,2003-01-08,2003-01-16,2003-07-01
GN_1180180103656801,1998-02-11,,2007-01-22
GN_1180180103656803,2013-06-01,2013-06-21,2016-07-04
GN_1180180103662302,2001-05-04,2001-04-25,2012-01-11
GN_1180180103668401,1998-07-02,,2003-02-05
GN_1180180103679801,1999-02-24,,2000-03-07
GN_1180180103687101,1999-01-01,,2005-02-23
GN_1180180103689402,2010-08-17,2010-08-17,2015-05-07
GN_1180180103689403,2015-05-08,2015-06-02,2016-06-27
GN_1180180103690601,1999-07-20,1999-12-20,2014-06-19
GN_1180180103691001,1999-09-01,1999-12-21,2000-07-04
GN_1180180103696001,2000-01-01,2000-01-19,2007-10-08
GN_1180180103700402,2001-01-16,2001-01-16,2011-02-25
GN_1180180103703401,2000-03-01,2000-06-26,2002-01-01
GN_1180180103714202,2001-05-02,2001-05-02,2003-03-18
GN_1180180103716504,2007-03-06,2007-03-06,2008-10-22
GN_1180180103716505,2008-10-22,2008-10-22,2010-04-20
GN_1180180103716506,2010-04-20,2010-04-20,2011-06-09
GN_1180180103717301,2000-09-08,2000-12-15,2001-05-10
GN_1180180103721601,2001-01-01,2001-05-14,2015-09-24
GN_1180180103729101,2000-12-05,2001-06-12,2015-03-31
GN_1180180103729502,2007-11-26,2007-11-26,2008-06-24
GN_1180180103744204,2013-01-08,2013-01-08,2015-11-02
GN_1180180103755201,2001-12-13,2001-12-13,2006-01-02
GN_1180180103755401,2001-06-14,2001-06-14,2006-02-14
GN_1180180103759301,2001-12-11,2001-12-11,2002-11-29
GN_1180180103763402,2012-01-23,2012-01-18,2012-02-15
GN_1180180103774101,2002-10-25,2003-01-06,2003-01-06
GN_1180180103781601,2003-04-01,2003-06-20,2003-10-10
GN_1180180103782001,2003-03-05,2003-06-24,2003-07-16
GN_1180180103790101,2003-06-10,2003-08-22,2011-01-03
GN_1180180103792402,2004-10-01,2004-10-18,2008-03-15
GN_1180180103792602,2009-10-08,2009-10-08,2014-03-06
GN_1180180103802901,2003-07-01,2003-10-24,2015-09-25
GN_1180180103803001,2003-07-01,2003-10-23,2015-10-12
GN_1180180103803201,2003-05-27,2003-10-24,2004-06-01
GN_1180180103813501,2004-07-01,2004-12-14,2009-11-19
GN_1180180103813502,2009-11-23,2009-11-23,2012-08-18
GN_1180180103816501,2003-11-22,2004-07-05,2006-06-19
GN_1180180103817401,2003-10-14,2004-07-05,2010-06-01
GN_1180180103817402,2010-06-01,2010-09-23,2010-10-14
GN_1180180103825302,2006-03-31,2006-04-11,2006-09-30
GN_1180180103831601,2003-09-18,2004-09-21,2008-02-07
GN_1180180103838602,2006-03-13,2006-03-07,2009-07-01
GN_1180180103838604,2011-06-06,2011-06-06,2016-06-13
GN_1180180103844501,2005-02-01,2005-02-09,2009-03-05
GN_1180180103845603,2010-04-17,2010-05-14,2014-07-15
GN_1180180103858801,2005-09-01,2005-09-15,2010-07-01
GN_1180180103864802,2009-04-15,2009-04-09,2009-12-30
GN_1180180103872603,2015-11-26,2015-11-25,2016-08-30
GN_1180180103872604,2016-09-15,2016-09-13,2016-10-20
GN_1180180103872605,2017-01-12,2017-01-12,2017-06-03
GN_1180180103885903,2007-02-01,2007-02-20,2007-03-16
GN_1180180103918901,2006-11-29,2007-03-30,2015-09-25
GN_1180180103919001,2006-11-29,2007-03-30,2015-10-13
GN_1180180103921401,2007-01-25,2007-03-26,2007-06-27
GN_1180180103921402,2007-06-27,2007-06-27,2008-06-12
GN_1180180103921801,2006-10-16,2007-03-23,2018-04-19
GN_1180180103922001,2007-01-31,2007-03-23,2007-07-01
GN_1180180103922201,2007-01-31,2007-03-23,2007-05-30
GN_1180180103922301,2007-01-31,2007-03-23,2007-05-30
GN_1180180103933301,2007-05-29,2007-06-18,2012-05-23
GN_1180180103933302,2012-05-23,2012-06-15,2013-02-08
GN_1180180103933303,2016-02-15,2016-04-08,2016-08-09
GN_1180180103941501,2006-11-16,2008-01-14,2010-03-15
GN_1180180103944301,2007-10-23,2008-02-20,2012-07-10
GN_1180180103945701,2008-01-29,2008-02-25,2008-04-17
GN_1180180103949201,2008-02-21,2008-03-12,2008-11-17
GN_1180180103954101,2008-03-12,2008-04-18,2008-05-21
GN_1180180103954102,2008-01-01,2008-09-18,
GN_1180180103954104,2012-07-23,2012-07-16,2013-08-27
GN_1180180103954105,2013-08-27,2013-08-27,2014-09-10
GN_1180180103958901,2008-04-10,2008-05-19,2008-12-01
GN_1180180103962401,2008-05-19,2008-05-20,2009-05-05
GN_1180180103962402,2009-05-15,2009-07-10,2011-01-07
GN_1180180103965402,2013-06-01,2013-06-21,2016-05-25
GN_1180180103966101,2008-01-01,2008-05-28,2011-11-08
GN_1180180103966201,2008-01-01,2008-05-28,2009-11-09
GN_1180180103967301,2008-04-28,2008-06-03,2016-06-17
GN_1180180103978601,2008-10-02,2008-10-02,
GN_1180180103984203,2011-03-01,2011-05-24,2014-07-02
GN_1180180103984901,2008-12-04,2008-12-11,
GN_1180180104013401,2009-02-24,2009-04-03,2009-04-01
GN_1180180104013402,2009-04-01,2009-04-24,2014-10-29
GN_1180180104017001,2009-05-27,2009-06-11,2009-08-03
GN_1180180104033803,2014-03-03,2014-02-03,2017-01-18
GN_1180180104035201,2009-09-03,2009-10-08,2010-06-14
GN_1180180104035501,2009-07-08,2009-10-13,2013-09-03
GN_1180180104042501,2009-09-07,2009-11-18,2010-01-19
GN_1180180104047901,2009-07-01,2009-07-01,2015-09-24
GN_1180180104051501,2009-12-15,2010-01-07,
GN_1180180104052001,2010-01-01,2010-01-12,2010-02-01
GN_1180180104058501,2010-01-01,2010-02-24,2015-09-24
GN_1180180104065201,2010-04-08,2010-04-13,2012-01-02
GN_1180180104065202,2012-07-06,2012-07-11,2015-09-17
GN_1180180104065301,2010-04-08,2010-04-13,2011-11-15
GN_1180180104065302,2012-02-18,2012-02-18,2014-10-17
GN_1180180104067701,2010-03-25,2010-04-28,2011-09-05
GN_1180180104119901,2010-07-28,2010-09-30,2011-04-28
GN_1180180104121001,2010-10-07,2010-10-07,
GN_1180180104124501,2010-11-23,2010-12-01,2010-12-01
GN_1180180104135101,2010-10-28,2010-12-13,2011-03-29
GN_1180180104137901,2010-12-21,2011-01-19,2012-05-30
GN_1180180104138201,2011-01-25,2011-02-10,2013-11-25
GN_1180180104138301,2011-01-25,2011-02-10,2013-11-25
GN_1180180104142501,2011-01-01,2011-04-08,2012-06-30
GN_1180180104145901,2011-04-28,2011-04-28,
GN_1180180104150401,2011-02-28,2011-06-08,2011-06-29
GN_1180180104150402,2012-12-26,2012-12-26,2013-12-06
GN_1180180104150403,2011-02-28,2011-06-08,2018-07-19
GN_1180180104157801,2011-06-27,2011-07-05,
GN_1180180104162801,2011-07-15,2011-07-15,
GN_1180180104164401,2011-03-03,2011-07-15,2013-11-25
GN_1180180104165102,2015-03-12,2015-03-12,2015-04-14
GN_1180180104179901,2011-07-28,2011-08-02,2012-11-02
GN_1180180104179902,2012-11-02,2012-11-02,2013-03-29
GN_1180180104185401,2011-08-17,2011-09-13,
GN_1180180104185501,2011-08-17,2011-09-13,2015-09-16
GN_1180180104185701,2011-08-17,2011-09-13,2015-09-16
GN_1180180104185801,2011-08-17,2011-09-13,
GN_1180180104219301,2012-01-27,2012-01-27,
GN_1180180104257801,2013-02-04,2013-03-28,2016-06-07
GN_1180180104264001,2013-05-21,2013-05-21,
GN_1180180104268101,2013-07-17,2013-07-17,
GN_1180180104289901,2014-06-12,2014-07-17,2014-11-03
GN_1180180104289902,2014-06-12,2015-01-15,2017-10-13
GN_1180180104290001,2014-06-12,2014-07-17,2015-11-26
GN_1180180104290101,2014-06-12,2014-07-17,2016-11-03
GN_1180180104295401,2014-08-19,2014-08-19,
GN_1180180104298201,2014-09-04,2014-12-01,
GN_1180180104298202,2014-12-30,2014-12-30,2015-09-24
GN_1180180104298501,2014-09-11,2014-09-11,2015-11-19
GN_1180180104316601,2015-01-13,2015-02-18,2017-06-01
GN_1180180104319501,2015-01-01,2015-04-15,2015-10-26
GN_1180180104324401,2015-07-01,2015-07-28,2015-08-12
GN_1180180104325901,2015-09-22,2015-09-23,2015-10-28
GN_1180180104328201,2015-09-17,2015-10-07,2015-11-26
GN_1180180104328202,2016-03-08,2016-03-08,2016-09-28
GN_1180180104348101,2016-06-15,2016-06-27,2016-10-13
GN_1180180104365401,2016-03-14,2016-03-14,2018-06-05
GN_1180180104365801,2016-10-05,2016-10-05,2023-01-24
GN_1180180104373601,2017-01-16,2017-04-14,2018-04-30
GN_1180180104377901,2017-09-21,2017-09-21,2017-11-07
GN_1180180104378001,2017-09-26,2017-09-26,2018-09-12
GN_1180180104389901,2017-05-17,2017-05-17,2018-01-25
GN_1180180104390501,2017-08-09,2017-08-09,2018-05-04
GN_1180180104392101,2017-12-08,2017-12-08,
GN_1180180104396001,2018-01-15,2018-01-15,2018-09-04
GN_1180180104426601,2018-01-29,2018-01-29,2018-05-15
GN_1180180104428501,2018-02-27,2018-07-23,2018-11-29
GN_1180180104460901,2019-05-10,2019-05-10,
GN_1180180199801103,2013-06-01,2013-06-21,2016-07-04
GN_1180180199801301,,,2009-11-09
GN_1180280200028004,2005-09-21,2005-09-21,2006-02-27
GN_1180280200053001,,,2007-12-31
GN_1180280200054601,,,2000-10-26
GN_1180280200058401,,,1998-07-01
GN_1180280200071001,,,1998-12-18
GN_1180280200075801,,,1991-09-20
GN_1180280200111701,,,2008-07-10
GN_1180280200111702,2008-12-14,2008-12-16,2011-12-02
GN_1180280200154002,1992-04-01,,1992-09-18
GN_1180280200160602,1998-10-01,,2006-07-03
GN_1180280200162502,2012-01-25,2012-01-25,2014-02-12
GN_1180280200175001,,,1993-03-18
GN_1180280200180801,,,1991-09-13
GN_1180280200239502,1992-02-26,,1993-11-19
GN_1180280200273501,,,2012-08-29
GN_1180280200337705,2006-03-07,2006-03-07,2008-10-06
GN_1180280200337707,2010-09-03,2010-09-03,2014-03-11
GN_1180280200337709,2015-07-10,2015-07-10,2015-07-27
GN_1180280200356801,,,1997-10-08
GN_1180280200357402,2000-05-01,2000-04-27,2003-08-07
GN_1180280200366101,,,1991-07-31
GN_1180280200385201,,,1992-09-21
GN_1180280200387402,2004-05-03,2004-05-03,2010-09-10
GN_1180280200417903,1999-04-30,,2000-04-11
GN_1180280200419002,1992-04-14,,1999-08-20
GN_1180280200430803,1995-01-17,,2004-05-03
GN_1180280200430901,,,2005-09-13
GN_1180280200430902,2005-09-13,2005-09-16,2007-01-15
GN_1180280200431204,2000-06-30,2002-05-13,2011-07-25
GN_1180280200449903,1995-06-01,,1998-12-01
GN_1180280200465203,2009-12-08,2009-12-30,2014-06-18
GN_1180280200465205,2019-10-18,2019-10-18,2019-12-06
GN_1180280200467401,,,1991-09-12
GN_1180280200470002,1997-10-09,,2004-04-14
GN_1180280200470003,2004-04-14,2004-09-21,2015-08-31
GN_1180280200475903,1998-12-09,,2010-12-17
GN_1180280200485501,,,1990-01-19
GN_1180280200506301,,,2003-10-29
GN_1180280200513502,1992-01-01,,1995-12-22
GN_1180280200525101,,,1990-12-18
GN_1180280200525701,,,2011-04-08
GN_1180280200526001,,,1994-01-07
GN_1180280200533503,1996-01-15,,2014-03-12
GN_1180280200535001,,,2000-07-17
GN_1180280200538401,,,2010-12-31
GN_1180280200552801,,,1988-12-30
GN_1180280200561501,,,1992-01-27
GN_1180280200567101,,,1991-03-01
GN_1180280200567207,2008-02-26,2008-02-26,2009-09-18
GN_1180280200567208,2009-08-31,2009-09-16,2010-09-21
GN_1180280200568402,2000-06-01,2000-06-20,2012-03-29
GN_1180280200575203,1996-01-01,,2008-04-15
GN_1180280200578303,2004-06-17,2004-06-17,2005-01-10
GN_1180280200578304,2006-03-27,2006-03-27,2012-05-22
GN_1180280200590305,2003-12-03,2003-12-08,2007-07-31
GN_1180280200594401,,,1993-03-17
GN_1180280200598601,,,2007-07-02
GN_1180280200598603,2008-01-01,2008-02-27,2008-01-16
GN_1180280200600701,,,1997-07-01
GN_1180280200601201,,,2008-09-30
GN_1180280200665502,1995-03-31,,2000-09-01
GN_1180280200665702,1991-01-01,,1993-03-29
GN_1180280200667001,,,1995-01-01
GN_1180280200678301,,,2002-09-23
GN_1180280200678302,2002-04-03,2002-12-19,2017-04-25
GN_1180280200699801,1992-01-01,,1993-03-11
GN_1180280200701302,2001-06-01,2001-06-01,2002-06-14
GN_1180280200702101,1992-01-01,,2004-08-02
GN_1180280200708601,1993-01-01,,2015-09-24
